
 Read odom 

 odom: left 9600703 | right 9591272

 odom: left 9600703 | right 9591272

 odom: left 9600904 | right 9591472

 odom: left 9600904 | right 9591472

 odom: left 9600904 | right 9591472

 odom: left 9600904 | right 9591472

 odom: left 9600904 | right 9591472

 odom: left 9601105 | right 9591673

 odom: left 9601105 | right 9591673

 odom: left 9601105 | right 9591673

 odom: left 9601105 | right 9591673

 odom: left 9601105 | right 9591673

 odom: left 9601308 | right 9591874

 odom: left 9601308 | right 9591874

 odom: left 9601308 | right 9591874

 odom: left 9601308 | right 9591874

 odom: left 9601308 | right 9592074

 odom: left 9601509 | right 9592074

 odom: left 9601509 | right 9592074

 odom: left 9601509 | right 9592074

 odom: left 9601509 | right 9592074

 odom: left 9601710 | right 9592275

 odom: left 9601710 | right 9592275

 odom: left 9601710 | right 9592275

 odom: left 9601710 | right 9592275

 odom: left 9601710 | right 9592275

 odom: left 9601911 | right 9592475

 odom: left 9601911 | right 9592475

 odom: left 9601911 | right 9592475

 odom: left 9601911 | right 9592475

 odom: left 9601911 | right 9592475

 odom: left 9602112 | right 9592674

 odom: left 9602112 | right 9592674

 odom: left 9602112 | right 9592674

 odom: left 9602112 | right 9592674

 odom: left 9602112 | right 9592674

 odom: left 9602314 | right 9592874

 odom: left 9602314 | right 9592874

 odom: left 9602314 | right 9592874

 odom: left 9602314 | right 9592874

 odom: left 9602314 | right 9592874

 odom: left 9602515 | right 9593072

 odom: left 9602515 | right 9593072
